customer_id,tenure_months,monthly_charges,total_charges,age,num_support_calls,contract_type,internet_service,payment_method,tech_support,paperless_billing,has_partner,has_dependents,senior_citizen,churn
CUST-005835,62,52.36,3212.6,63.0,2,Month-to-month,DSL,Mailed check,No,Yes,Yes,No,0,0
CUST-001171,46,56.21,2507.56,76.0,1,Month-to-month,No,Mailed check,Yes,No,No,No,0,1
CUST-003691,45,47.31,2096.76,73.0,1,Two year,No,Electronic check,Yes,No,Yes,Yes,0,0
CUST-003831,14,56.15,740.83,23.0,4,Month-to-month,No,Credit card,No internet service,Yes,Yes,Yes,0,0
CUST-001422,42,46.23,2021.68,50.0,5,One year,No,Mailed check,No internet service,Yes,No,No,1,0
CUST-002686,17,76.82,1267.41,34.0,2,Two year,No,Credit card,No,No,Yes,No,1,0
CUST-005400,62,105.82,6994.88,,1,Month-to-month,Fiber optic,Credit card,No,No,Yes,No,0,0
CUST-003340,39,142.55,4860.55,59.0,1,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,0,0
CUST-005465,40,36.41,1472.19,67.0,0,Two year,DSL,Bank transfer,Yes,Yes,Yes,No,0,0
CUST-004989,64,44.25,2785.2,74.0,0,One year,DSL,Electronic check,No,No,Yes,Yes,0,1
CUST-001464,62,53.39,3314.38,27.0,2,Month-to-month,No,Electronic check,Yes,No,No,No,0,1
CUST-000874,50,68.98,3512.13,31.0,1,One year,Fiber optic,Mailed check,No internet service,Yes,No,Yes,0,0
CUST-002297,35,86.7,2835.76,70.0,0,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,1,0
CUST-002643,34,75.13,2479.85,71.0,4,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,0,0
CUST-003323,46,35.99,1805.2,54.0,3,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,0,0
CUST-005207,55,79.23,4156.97,27.0,1,One year,DSL,Electronic check,No,No,No,Yes,0,0
CUST-001251,30,64.28,2020.16,23.0,4,One year,No,Credit card,No,Yes,Yes,No,0,1
CUST-005482,22,57.42,1327.51,72.0,1,Month-to-month,DSL,Credit card,No,Yes,Yes,Yes,0,0
CUST-000840,21,78.65,1694.51,68.0,1,One year,No,Bank transfer,No internet service,Yes,Yes,Yes,0,0
CUST-004829,35,50.54,1792.99,62.0,1,One year,No,Mailed check,No,Yes,No,Yes,0,0
CUST-000581,60,73.92,4624.92,65.0,3,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,0,1
CUST-000204,33,91.64,3290.09,47.0,3,Month-to-month,DSL,Credit card,Yes,Yes,Yes,No,0,0
CUST-001641,3,91.11,256.81,18.0,2,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,0,1
CUST-002014,47,73.86,3737.27,66.0,2,Month-to-month,Fiber optic,Credit card,No,No,No,No,0,0
CUST-003253,27,70.73,2030.1,20.0,1,Two year,Fiber optic,Credit card,Yes,Yes,No,No,0,0
CUST-000905,51,57.03,2767.38,29.0,0,One year,No,Bank transfer,No internet service,Yes,Yes,No,0,0
CUST-000631,23,99.53,2241.46,78.0,1,Month-to-month,No,Credit card,No,No,No,Yes,0,1
CUST-004258,44,38.2,1672.15,21.0,0,Month-to-month,Fiber optic,Bank transfer,No internet service,Yes,Yes,No,0,0
CUST-001974,40,40.95,1710.05,65.0,0,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,1
CUST-000162,29,36.66,1038.53,78.0,0,One year,DSL,Electronic check,No,Yes,No,No,0,0
CUST-004318,62,53.15,3311.87,68.0,3,Month-to-month,DSL,Mailed check,No,Yes,No,No,0,0
CUST-004081,20,68.8,1401.27,22.0,1,One year,Fiber optic,Mailed check,No,No,Yes,No,1,0
CUST-005740,54,93.17,4885.35,49.0,2,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,No,1,0
CUST-003535,5,129.84,612.21,54.0,4,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,0,0
CUST-000617,19,46.43,923.76,,1,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,0,1
CUST-000875,36,62.53,2142.75,21.0,1,Month-to-month,No,Bank transfer,No internet service,Yes,Yes,Yes,0,1
CUST-001431,13,15.0,184.12,49.0,2,Month-to-month,Fiber optic,Bank transfer,No internet service,Yes,Yes,No,0,1
CUST-002973,71,66.32,4804.21,28.0,2,Month-to-month,DSL,Credit card,No internet service,Yes,Yes,No,0,1
CUST-004160,29,51.33,1402.65,27.0,0,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,1,0
CUST-000547,43,52.53,2223.4,63.0,1,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,0,0
CUST-004436,47,81.2,3996.68,56.0,1,Month-to-month,DSL,Bank transfer,No,Yes,No,No,1,1
CUST-005469,19,55.18,1064.87,21.0,2,Month-to-month,Fiber optic,Electronic check,No internet service,Yes,No,No,0,1
CUST-005064,37,32.0,1101.48,41.0,1,Two year,DSL,Bank transfer,Yes,Yes,Yes,Yes,0,0
CUST-003403,71,74.48,5059.69,74.0,0,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,0,1
CUST-003786,12,63.84,786.11,45.0,3,Month-to-month,DSL,Mailed check,No,Yes,Yes,No,0,1
CUST-003529,8,58.09,474.53,68.0,2,One year,DSL,Credit card,No internet service,Yes,No,No,0,0
CUST-004906,20,59.34,1181.57,39.0,2,Two year,Fiber optic,Electronic check,No internet service,Yes,Yes,No,0,0
CUST-002856,41,99.37,4073.67,56.0,1,Month-to-month,No,Electronic check,No internet service,No,Yes,No,0,0
CUST-001861,21,93.53,1880.92,28.0,1,Month-to-month,DSL,Credit card,Yes,Yes,Yes,Yes,1,0
CUST-002659,11,88.37,944.89,69.0,0,Month-to-month,Fiber optic,Bank transfer,No internet service,No,Yes,No,0,0
CUST-005525,7,37.1,,56.0,1,One year,No,Electronic check,No,Yes,No,No,0,0
CUST-000640,48,63.19,2807.79,41.0,4,One year,DSL,Mailed check,No,Yes,Yes,No,0,0
CUST-003835,52,109.21,6352.86,53.0,1,One year,Fiber optic,Credit card,Yes,Yes,Yes,No,0,1
CUST-001009,37,44.05,1618.34,30.0,2,Month-to-month,Fiber optic,Credit card,No internet service,No,No,No,0,1
CUST-005886,72,27.78,,61.0,1,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,Yes,0,1
CUST-000637,21,83.14,1681.43,34.0,0,Two year,No,Electronic check,No,Yes,No,No,0,0
CUST-004915,7,27.57,195.94,25.0,0,Month-to-month,No,Electronic check,No,No,Yes,No,0,0
CUST-004518,51,37.36,1988.78,36.0,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No,0,0
CUST-002308,22,47.53,1073.13,35.0,1,One year,Fiber optic,Mailed check,No,No,Yes,No,0,1
CUST-004182,7,62.13,411.43,29.0,2,Month-to-month,DSL,Mailed check,No internet service,Yes,Yes,No,0,0
CUST-003145,40,116.3,4946.82,49.0,2,Month-to-month,No,Mailed check,Yes,No,No,No,0,1
CUST-004333,65,51.5,3415.06,43.0,3,One year,Fiber optic,Credit card,No,Yes,Yes,No,0,1
CUST-002096,68,17.84,1104.04,56.0,2,Two year,Fiber optic,Electronic check,No,Yes,No,No,1,0
CUST-003534,6,68.65,373.72,42.0,2,One year,Fiber optic,Electronic check,No,No,No,Yes,0,0
CUST-001956,38,94.48,3713.34,38.0,1,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,No,0,1
CUST-001372,32,65.01,2046.54,34.0,2,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,No,0,1
CUST-004047,18,105.24,,72.0,3,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No,0,1
CUST-000921,41,67.29,2794.2,29.0,0,Month-to-month,DSL,Electronic check,No internet service,Yes,No,No,1,0
CUST-000546,31,65.46,2016.24,45.0,0,Two year,DSL,Mailed check,No,No,No,No,0,1
CUST-001449,7,76.87,515.97,28.0,2,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,Yes,0,0
CUST-002804,12,81.53,1001.64,36.0,2,Month-to-month,No,Electronic check,No,No,No,No,0,1
CUST-002610,70,34.9,2610.26,74.0,1,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,Yes,1,0
CUST-001900,39,44.71,1657.65,25.0,4,Two year,Fiber optic,Bank transfer,No internet service,No,No,No,0,1
CUST-002757,46,110.28,4956.33,19.0,1,Two year,Fiber optic,Bank transfer,No internet service,Yes,Yes,No,0,1
CUST-002028,38,80.66,3209.76,43.0,0,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,0
CUST-002301,10,49.35,506.44,21.0,1,Month-to-month,No,Credit card,No internet service,No,Yes,No,0,0
CUST-001885,13,79.52,1016.26,61.0,1,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,No,1,1
CUST-001642,32,74.06,2611.63,53.0,1,One year,Fiber optic,Electronic check,No internet service,Yes,Yes,No,0,0
CUST-000972,34,126.16,4456.41,78.0,3,One year,Fiber optic,Credit card,No,No,Yes,No,0,0
CUST-005787,44,27.54,1189.48,50.0,0,Month-to-month,No,Credit card,No,Yes,No,No,0,0
CUST-002097,62,94.05,5771.47,36.0,1,Two year,Fiber optic,Bank transfer,Yes,No,No,No,0,0
CUST-005594,62,126.89,7915.96,57.0,1,One year,No,Electronic check,No,No,No,Yes,1,0
CUST-004591,2,51.88,110.44,70.0,4,Two year,DSL,Credit card,Yes,Yes,No,Yes,0,0
CUST-005407,59,93.22,5915.57,49.0,2,One year,Fiber optic,Electronic check,Yes,No,Yes,No,0,1
CUST-005983,59,79.25,4362.04,50.0,1,Two year,Fiber optic,Electronic check,Yes,No,No,No,0,0
CUST-000836,59,83.76,4733.41,51.0,1,One year,Fiber optic,Electronic check,No,Yes,Yes,No,0,0
CUST-000601,56,76.78,4548.95,62.0,0,One year,DSL,Electronic check,No,Yes,No,No,0,0
CUST-002184,46,60.0,2982.03,56.0,0,Month-to-month,No,Electronic check,No,No,No,No,0,0
CUST-005295,58,48.18,2580.63,56.0,1,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,1,1
CUST-001054,5,76.0,413.55,32.0,0,Month-to-month,DSL,Credit card,No,Yes,Yes,Yes,0,1
CUST-005165,5,64.6,306.42,46.0,0,Month-to-month,DSL,Bank transfer,Yes,No,No,No,0,0
CUST-001582,37,88.87,3320.93,24.0,0,Month-to-month,DSL,Mailed check,Yes,No,No,No,1,1
CUST-005117,33,74.36,2541.55,30.0,1,Two year,No,Mailed check,Yes,No,Yes,No,0,0
CUST-003605,9,59.14,479.13,77.0,2,One year,DSL,Electronic check,No,No,Yes,No,0,0
CUST-003881,16,71.19,1196.62,37.0,3,One year,DSL,Bank transfer,No internet service,No,Yes,Yes,0,0
CUST-001070,49,120.97,5599.02,25.0,1,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,1
CUST-001775,9,44.83,360.04,64.0,0,Month-to-month,Fiber optic,Credit card,No,No,Yes,No,0,1
CUST-005786,47,66.4,2876.67,36.0,0,Month-to-month,No,Bank transfer,No internet service,Yes,No,No,0,0
CUST-001283,58,95.24,5610.7,57.0,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,1,1
CUST-005003,49,51.48,2446.97,29.0,2,Month-to-month,DSL,Credit card,Yes,Yes,No,Yes,0,0
CUST-004394,37,53.68,1959.52,34.0,0,One year,DSL,Bank transfer,No,Yes,No,No,0,0
CUST-005721,30,35.1,1045.54,28.0,0,Month-to-month,No,Electronic check,Yes,No,Yes,No,0,0
CUST-001836,68,105.02,6711.84,77.0,2,One year,Fiber optic,Mailed check,No internet service,No,No,Yes,0,1
CUST-005089,38,83.65,3213.6,54.0,1,Month-to-month,DSL,Credit card,No,Yes,Yes,No,0,1
CUST-001019,8,63.35,483.98,59.0,2,Two year,No,Bank transfer,Yes,No,Yes,No,0,0
CUST-000970,21,59.22,1330.91,45.0,0,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,0,0
CUST-001326,49,55.76,2827.87,30.0,1,Two year,Fiber optic,Credit card,No,Yes,No,No,0,0
CUST-005905,10,27.38,280.09,42.0,0,Month-to-month,DSL,Electronic check,No internet service,Yes,No,No,0,0
CUST-000475,57,77.34,4589.01,43.0,1,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,0,0
CUST-002810,37,81.34,3185.28,52.0,4,Month-to-month,DSL,Credit card,No,Yes,No,No,0,1
CUST-004509,70,78.12,5458.22,27.0,3,Month-to-month,DSL,Credit card,No,Yes,No,Yes,0,0
CUST-001651,1,57.62,49.45,51.0,2,Month-to-month,No,Electronic check,No,Yes,No,Yes,0,1
CUST-005589,61,64.82,3871.39,40.0,2,One year,DSL,Bank transfer,No,No,Yes,Yes,0,0
CUST-005137,47,105.78,4998.03,23.0,1,Month-to-month,No,Bank transfer,Yes,No,No,No,0,0
CUST-002528,6,60.97,390.5,79.0,4,One year,No,Bank transfer,No internet service,Yes,No,No,1,0
CUST-004295,72,41.57,2855.98,40.0,0,Two year,Fiber optic,Mailed check,Yes,Yes,No,Yes,1,1
CUST-003528,13,89.25,1177.04,67.0,0,Month-to-month,Fiber optic,Credit card,No internet service,No,No,No,0,1
CUST-003680,51,66.6,3247.03,40.0,1,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,No,0,0
CUST-001373,30,71.49,2117.71,67.0,1,Month-to-month,Fiber optic,Electronic check,No internet service,Yes,No,No,1,1
CUST-000739,65,79.18,4794.88,68.0,2,Month-to-month,DSL,Mailed check,No,Yes,No,Yes,0,1
CUST-004624,28,103.26,2787.87,69.0,1,Month-to-month,Fiber optic,Electronic check,No internet service,No,Yes,No,0,1
CUST-003479,56,39.94,2203.9,71.0,3,Month-to-month,DSL,Credit card,Yes,Yes,Yes,No,0,0
CUST-000867,61,57.02,3722.48,60.0,3,Two year,DSL,Bank transfer,Yes,Yes,Yes,No,0,0
CUST-002974,1,43.37,41.36,77.0,2,One year,No,Bank transfer,Yes,Yes,Yes,No,0,0
CUST-001140,64,100.4,6095.78,60.0,1,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,1,1
CUST-000997,26,38.59,929.08,73.0,1,Month-to-month,DSL,Electronic check,No internet service,No,Yes,Yes,0,1
CUST-001337,21,33.22,632.67,57.0,1,Month-to-month,No,Mailed check,Yes,No,No,No,0,0
CUST-000541,4,32.27,121.24,71.0,0,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,0,0
CUST-001099,31,79.68,2575.85,21.0,5,Month-to-month,Fiber optic,Credit card,No internet service,No,Yes,Yes,0,1
CUST-001132,57,75.38,4140.87,53.0,2,Month-to-month,No,Credit card,No,Yes,Yes,No,0,0
CUST-005840,56,27.59,1451.61,25.0,2,One year,Fiber optic,Bank transfer,No,Yes,No,No,1,0
CUST-003866,38,103.0,3558.41,70.0,1,Month-to-month,DSL,Bank transfer,Yes,No,Yes,No,0,1
CUST-002258,0,77.78,0.0,36.0,2,Month-to-month,No,Mailed check,No,No,Yes,No,0,0
CUST-005242,66,34.06,2383.24,50.0,1,Two year,Fiber optic,Credit card,No internet service,No,Yes,No,0,0
CUST-002962,71,59.58,4106.23,28.0,0,Month-to-month,DSL,Credit card,Yes,Yes,No,No,0,0
CUST-000059,49,63.52,3066.51,,3,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,0
CUST-003259,29,31.84,842.76,54.0,2,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,No,0,1
CUST-002206,9,76.72,726.99,70.0,1,One year,DSL,Mailed check,No,Yes,No,No,0,0
CUST-001938,70,69.51,4956.11,45.0,0,Month-to-month,DSL,Credit card,No,Yes,Yes,No,0,1
CUST-005331,58,65.89,3329.95,70.0,2,One year,No,Electronic check,Yes,No,No,Yes,0,0
CUST-005948,68,63.21,4312.83,62.0,1,Two year,DSL,Bank transfer,Yes,No,Yes,No,0,0
CUST-004932,65,63.79,4394.27,58.0,1,One year,Fiber optic,Credit card,No,No,Yes,Yes,0,0
CUST-002813,70,19.53,1432.0,,2,One year,DSL,Credit card,Yes,Yes,Yes,No,0,0
CUST-005208,35,91.46,3208.8,55.0,2,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,No,1,0
CUST-003442,33,68.58,2104.39,62.0,1,One year,DSL,Electronic check,No,No,Yes,No,0,0
CUST-001078,30,71.41,2121.06,74.0,0,One year,Fiber optic,Mailed check,No internet service,No,Yes,No,0,0
CUST-004838,62,51.49,3083.02,44.0,1,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,Yes,0,0
CUST-005524,44,50.84,2057.55,31.0,1,Month-to-month,No,Credit card,No,Yes,Yes,No,1,1
CUST-004531,9,68.0,606.2,29.0,3,Month-to-month,DSL,Credit card,Yes,No,No,No,0,0
CUST-003737,38,60.7,2393.74,59.0,0,One year,No,Mailed check,Yes,Yes,Yes,No,0,0
CUST-005832,60,71.84,4351.51,21.0,0,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,1,1
CUST-002630,68,31.9,2195.35,65.0,2,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,0,1
CUST-004817,24,47.78,1058.09,53.0,1,Two year,DSL,Bank transfer,Yes,No,No,No,0,0
CUST-005521,47,58.04,2760.32,35.0,0,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,Yes,0,0
CUST-005879,0,75.55,0.0,60.0,2,Month-to-month,No,Bank transfer,No,Yes,No,Yes,0,0
CUST-000940,50,34.7,1786.34,35.0,1,Month-to-month,No,Electronic check,Yes,No,Yes,No,0,0
CUST-001080,67,108.07,7020.58,55.0,2,Month-to-month,No,Mailed check,No internet service,Yes,Yes,No,0,1
CUST-000187,27,73.34,1869.1,60.0,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,Yes,0,0
CUST-003745,71,78.7,5942.8,50.0,1,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,Yes,1,0
CUST-004145,20,42.19,856.46,73.0,2,One year,Fiber optic,Bank transfer,No,No,No,No,0,0
CUST-002085,47,35.24,1734.51,53.0,2,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,0,1
CUST-002249,30,63.49,2049.57,67.0,1,Two year,DSL,Credit card,Yes,No,Yes,Yes,0,0
CUST-003711,72,50.17,3569.77,74.0,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,0,1
CUST-005914,38,15.0,583.83,78.0,1,Month-to-month,DSL,Mailed check,No,Yes,Yes,No,0,0
CUST-002023,43,67.0,,39.0,0,Two year,DSL,Electronic check,Yes,Yes,Yes,No,1,0
CUST-003817,58,82.4,4736.85,72.0,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,0
CUST-001492,2,83.19,156.09,27.0,1,Month-to-month,Fiber optic,Electronic check,No,No,No,No,0,0
CUST-004617,43,71.89,3120.68,40.0,0,One year,No,Electronic check,Yes,No,Yes,Yes,0,0
CUST-004066,62,76.77,5103.71,69.0,0,One year,Fiber optic,Mailed check,Yes,No,Yes,No,0,0
CUST-000226,59,47.54,2941.12,30.0,1,Two year,DSL,Mailed check,No,No,No,No,0,0
CUST-001013,22,97.7,2267.16,70.0,2,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,0,0
CUST-002583,48,66.87,3472.68,79.0,1,Month-to-month,DSL,Electronic check,No internet service,Yes,Yes,No,0,0
CUST-001929,69,81.66,5626.24,71.0,4,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,0
CUST-004229,1,54.6,54.36,48.0,1,Two year,Fiber optic,Electronic check,Yes,No,Yes,No,0,0
CUST-005402,49,62.89,3132.22,50.0,2,Month-to-month,Fiber optic,Bank transfer,No internet service,Yes,Yes,No,0,1
CUST-001404,12,53.23,615.29,78.0,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,No,0,1
CUST-002179,33,65.26,2202.68,,1,Two year,DSL,Electronic check,Yes,No,Yes,No,1,0
CUST-000697,43,83.17,3526.85,72.0,0,Two year,No,Mailed check,No,No,No,Yes,0,0
CUST-001124,61,82.84,5192.34,44.0,3,Month-to-month,DSL,Credit card,No,Yes,Yes,No,0,1
CUST-003282,70,57.79,4076.7,49.0,0,One year,Fiber optic,Bank transfer,No,No,No,No,0,0
CUST-003984,62,54.57,3649.31,61.0,0,Month-to-month,No,Electronic check,No,No,Yes,Yes,0,1
CUST-004648,21,88.5,1823.42,29.0,1,Month-to-month,No,Mailed check,No,Yes,Yes,No,0,0
CUST-001778,22,50.98,1109.15,73.0,2,Month-to-month,Fiber optic,Credit card,No,Yes,No,No,0,0
CUST-002634,6,34.68,208.43,61.0,1,Two year,Fiber optic,Electronic check,No,Yes,No,No,1,1
CUST-003091,28,31.59,,79.0,2,Two year,DSL,Mailed check,No,No,Yes,No,0,0
CUST-004073,68,24.87,1766.48,32.0,0,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,Yes,0,0
CUST-001037,1,25.91,26.91,34.0,0,One year,Fiber optic,Mailed check,No,Yes,Yes,Yes,0,0
CUST-005010,61,70.01,4194.96,43.0,0,Month-to-month,No,Mailed check,No,Yes,No,Yes,0,0
CUST-002256,58,38.88,2244.2,70.0,1,One year,Fiber optic,Mailed check,No,No,No,Yes,0,0
CUST-003796,50,21.83,1054.45,20.0,3,Two year,DSL,Credit card,No,Yes,No,No,1,0
CUST-005954,49,51.28,2314.81,51.0,2,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,0,0
CUST-000313,20,43.9,878.52,66.0,0,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,0,1
CUST-002649,24,102.55,2468.21,47.0,1,Month-to-month,DSL,Electronic check,No,No,No,No,0,0
CUST-002281,25,78.44,2013.28,30.0,1,One year,No,Bank transfer,No,Yes,Yes,Yes,1,0
CUST-003716,25,23.48,628.22,62.0,1,Month-to-month,DSL,Mailed check,No internet service,No,No,No,0,1
CUST-004301,47,74.52,3250.55,48.0,4,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,0,0
CUST-002547,42,81.77,3419.73,23.0,2,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,Yes,0,0
CUST-001416,46,77.98,3459.94,55.0,2,One year,DSL,Bank transfer,Yes,Yes,No,No,1,0
CUST-001036,65,39.13,2819.52,54.0,0,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,No,0,1
CUST-002159,24,31.49,692.16,61.0,2,One year,Fiber optic,Electronic check,No,No,No,No,0,0
CUST-002984,52,68.44,3339.07,59.0,1,One year,DSL,Electronic check,Yes,No,No,No,0,0
CUST-003137,34,37.9,1298.93,48.0,0,Month-to-month,DSL,Mailed check,Yes,No,Yes,Yes,0,0
CUST-004997,59,51.56,3181.75,43.0,0,Month-to-month,Fiber optic,Electronic check,No internet service,No,Yes,Yes,0,1
CUST-001754,45,27.49,1298.55,76.0,2,Month-to-month,DSL,Mailed check,No,No,Yes,No,0,1
CUST-005949,36,39.61,1512.66,22.0,2,One year,No,Mailed check,No,Yes,Yes,Yes,0,0
CUST-004004,58,51.31,2826.92,49.0,2,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,0,0
CUST-005896,1,82.12,75.7,55.0,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,1,1
CUST-003649,53,69.05,3367.41,55.0,0,Two year,No,Bank transfer,No internet service,Yes,No,Yes,0,0
CUST-002520,32,39.26,1108.52,18.0,3,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,1
CUST-000873,9,44.21,391.77,62.0,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,1,1
CUST-004444,53,18.2,920.77,48.0,1,Two year,DSL,Mailed check,No,No,Yes,No,1,0
CUST-004503,56,91.97,5102.14,60.0,2,Month-to-month,No,Electronic check,No internet service,Yes,Yes,No,1,0
CUST-001506,66,40.94,2719.45,77.0,0,One year,Fiber optic,Bank transfer,Yes,Yes,No,Yes,1,0
CUST-003915,5,15.0,77.63,23.0,1,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,1,0
CUST-001923,31,28.35,908.84,35.0,1,One year,Fiber optic,Electronic check,No,No,No,No,0,0
CUST-000448,38,73.12,2917.53,,0,One year,DSL,Electronic check,Yes,Yes,Yes,Yes,0,0
CUST-003482,58,39.65,2480.03,72.0,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,No,0,1
CUST-005952,14,109.86,1588.93,56.0,0,Two year,DSL,Credit card,No,Yes,No,No,0,0
CUST-005985,22,59.61,1343.72,47.0,1,One year,DSL,Mailed check,No,No,No,No,0,0
CUST-003655,35,48.82,1775.14,72.0,0,Month-to-month,No,Electronic check,No,No,No,No,1,1
CUST-003257,14,60.71,861.7,44.0,2,Month-to-month,No,Electronic check,No,Yes,No,Yes,0,0
CUST-000361,65,50.43,3379.93,47.0,0,Month-to-month,DSL,Bank transfer,No,Yes,No,No,0,0
CUST-002183,47,85.08,4083.49,33.0,0,One year,DSL,Credit card,Yes,No,No,No,0,0
CUST-001134,44,63.13,2927.07,49.0,1,Month-to-month,No,Credit card,No,Yes,No,No,0,0
CUST-005425,18,117.09,2090.53,31.0,1,Month-to-month,No,Mailed check,No internet service,No,No,No,0,0
CUST-003199,19,87.3,1784.26,68.0,1,Month-to-month,No,Electronic check,Yes,Yes,No,No,0,0
CUST-004795,13,81.23,1083.44,21.0,0,Month-to-month,DSL,Electronic check,Yes,No,No,No,0,1
CUST-003438,68,118.01,7579.85,38.0,4,Month-to-month,No,Electronic check,No internet service,Yes,No,No,0,1
CUST-002155,35,29.09,1001.29,62.0,1,Month-to-month,No,Electronic check,No,No,No,No,0,0
CUST-001830,25,105.16,2458.01,47.0,1,One year,DSL,Bank transfer,No internet service,No,No,No,0,0
CUST-001053,69,36.9,2496.92,35.0,3,Month-to-month,Fiber optic,Electronic check,No internet service,Yes,Yes,Yes,0,1
CUST-002460,24,44.29,1081.35,36.0,1,Two year,Fiber optic,Bank transfer,Yes,No,No,No,0,0
CUST-000022,13,39.55,538.18,21.0,0,One year,No,Electronic check,Yes,No,No,No,0,0
CUST-002066,52,42.68,2215.71,50.0,1,Month-to-month,Fiber optic,Credit card,No internet service,Yes,No,No,0,1
CUST-001653,43,77.65,3483.68,62.0,1,One year,Fiber optic,Bank transfer,No,No,Yes,Yes,0,0
CUST-003684,71,64.19,4546.21,38.0,1,Month-to-month,Fiber optic,Electronic check,No internet service,Yes,Yes,No,0,1
CUST-004692,72,65.11,4866.33,73.0,2,Month-to-month,DSL,Electronic check,No internet service,Yes,Yes,No,0,0
CUST-002743,69,23.85,1540.31,28.0,1,One year,Fiber optic,Bank transfer,No,No,Yes,Yes,1,0
CUST-004154,16,49.12,802.99,41.0,2,Month-to-month,Fiber optic,Electronic check,No,No,No,No,0,1
CUST-004888,24,89.89,2177.65,79.0,1,Month-to-month,DSL,Electronic check,No,No,No,Yes,0,0
CUST-002468,1,83.29,85.17,76.0,1,Two year,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,0
CUST-002325,60,27.81,1691.03,49.0,2,One year,No,Bank transfer,No internet service,No,Yes,No,0,0
CUST-000460,52,38.82,1906.5,51.0,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,1
CUST-001067,46,71.33,3275.26,61.0,3,Month-to-month,DSL,Electronic check,No,No,No,Yes,0,0
CUST-000087,22,34.37,827.62,55.0,2,Month-to-month,DSL,Electronic check,Yes,No,No,No,0,0
CUST-001430,34,50.09,1696.73,28.0,0,Month-to-month,No,Bank transfer,No internet service,No,No,No,0,0
CUST-004396,21,93.67,2051.58,20.0,2,Month-to-month,No,Bank transfer,Yes,No,No,No,0,0
CUST-000282,48,76.66,3563.04,29.0,1,Month-to-month,DSL,Credit card,No,Yes,No,No,0,0
